checkout,relative_report,bytes,sha256,scope,decision
ersrr-ordinal-win,MARS_DOFA_ANCHORED_PROTECTED_ENSEMBLE_FOLDS34.md,426,626e2fbae0129c0b2237aafc35f75b07b0a06db3c90e60a0e606af1c40425c59,,
ersrr-ordinal-win,mars_dofa_anchored_protected_fold2.json,5358,4a55afb2dad0306f56ebad82289a06157f3855be18a22a4a3e567395c60fa138,one-shot fold-2 confirmation of the exact protected DOFA plus expanded-UNEP anchored-U-Net ensemble selected on folds 3 and 4,"Reject the fixed ensemble before folds 0/1, external, or official-test evaluation."
ersrr-ordinal-win,MARS_DOFA_ANCHORED_PROTECTED_FOLD2.md,364,3934292a35d8554d4b63cf10f9bd386e8e399364740abb0c59b648d0cecbe450,,
ersrr-ordinal-win,mars_dofa_gaussian_champion_cache.json,914,11132fc140769e68dcbf743cfd0980617a92ae97ed22c0c973a2130528c005f7,deterministic cache of the already-selected Gaussian+DOFA folds-3/4 champion,
ersrr-ordinal-win,mars_dofa_gaussian_protected_ensemble.json,33985,9473bc039e43bfc15d97b8eca0228fce66b31dffc8c487f8b3a4351c3280e1b5,development-only folds-3/4 selection of an exact protected residual ensemble combining the fixed DOFA scene probe with a conservative Gaussian-synthetic ViT scene head,Authorize a separately frozen external/new-cohort confirmation; do not reopen fold 2 or official test.
ersrr-ordinal-win,MARS_DOFA_GAUSSIAN_PROTECTED_ENSEMBLE.md,343,0c4b28ab21fce301e8f52c86a2ce8644147c007e8f88818c47248238323f013e,,
ersrr-ordinal-win,mars_dofa_v2_external_deployment_state.json,1689,dab9cff63d5fe69d760c64658b6e033822123f61f2564ec5637825e550244680,development_only_dofa_v2_folds34_external_deployment_state,
ersrr-ordinal-win,mars_dofa_v2_fold2.json,7141,b6bd52fed2cf8444ac9fccb05011f8daddc285db706e791ee93f3fd9c5b505dd,one-shot fixed protected DOFA-v2 fold-2 confirmation,Retire the fixed DOFA-v2 fusion before external or official-test evaluation.
ersrr-ordinal-win,MARS_DOFA_V2_FOLD2.md,352,40db3edf3585452ce8e1e3cbe1089a0373c6f8ffbe1646f3740f7605fdaf510d,,
ersrr-ordinal-win,mars_dofa_v2_projection_ensemble_folds34.json,16511,540c5d509b1340ae0a07bd0b89a07bca70b3ce85b8d8e9d865066ab122efdb96,development-only DOFA-v2 projection-seed confirmation on folds 3/4,Reject the DOFA-v2 projection ensemble before fold-2 extraction.
ersrr-ordinal-win,MARS_DOFA_V2_PROJECTION_ENSEMBLE_FOLDS34.md,945,8915c292bb4837982f60a20d8075583abf8276d799e565e6bd3c4b463fa8eaad,,
ersrr-ordinal-win,mars_dofa_v2_protected_fusion_folds34.json,25151,95f292353d6f9e4d0d2416e78d46aaf3a7003e9c3d0ec23a2d499fbfa2b0a044,development-only recall-protected DOFA-v2 fusion on folds 3/4,Freeze the selected recall-protected DOFA-v2 fusion for one-shot fold-2 extraction.
ersrr-ordinal-win,MARS_DOFA_V2_PROTECTED_FUSION_FOLDS34.md,1202,dc42c1f599f581d15a0a3a1e9b3fade8852acfdd554763ecb81dc8564f3d9ec4,,
ersrr-ordinal-win,mars_dofa_v2_scene_probe_folds34.json,43601,0abb9b0915c580afbfdab3100d07b55e6a0a6072f6f21b92c91c24cbb15bdde1,development-only DOFA-v2 sensor-aware scene selection on folds 3/4,Reject the DOFA-v2 scene candidate before fold-2 extraction.
ersrr-ordinal-win,MARS_DOFA_V2_SCENE_PROBE_FOLDS34.md,648,b1867a1494f6f3f15e53908664fdc6f1d6eeda268b53825cd028f4cccd6bc897,,
ersrr-ordinal-win,mars_dofa_v2_train_fitted_normalization_folds34.json,15107,23e9124a5f0b5a9a788a46a6fd07753501a8b83c880b0a4e3f24e680c92074b2,development-only train-fitted DOFA-v2 normalization confirmation,Freeze the selected train-fitted DOFA-v2 fusion for one-shot fold-2 extraction.
ersrr-ordinal-win,MARS_DOFA_V2_TRAIN_FITTED_NORMALIZATION_FOLDS34.md,787,373798fba7af48169d8ea2cac36facc01a63affb1dc11de4872f063bfb406e1b,,
ersrr-ordinal-win,mars_dual_teacher_rescue_folds34.json,55607,e601b339c57841cdb6ecad4b1cfe0c5261494eee555f4f801ce78e9e1238303a,development-only deterministic dual-teacher recall rescue on MARS folds 3/4,reject_deterministic_dual_teacher_rescue
ersrr-ordinal-win,MARS_DUAL_TEACHER_RESCUE_FOLDS34.md,545,1a2e90353032291f357dddfc126c93bbb767c7ad5d942f770a6a8a85eb00e50a,,
ersrr-ordinal-win,mars_encoder_scene_probe.json,119024,5743ac691eb7926f9168665ec8bea9a9ddccc64df61ca316287dc44a6d4e1e9c,development only; paper-test labels and imagery are not loaded,Reject the encoder scene probe before paper-test feature extraction.
ersrr-ordinal-win,MARS_ENCODER_SCENE_PROBE.md,755,c0fe436f3af837c3360e669022348f3033909e3c77286e9ac0f34c5aeedcfe8f,,
ersrr-ordinal-win,mars_gated_temporal_spatial_boost.json,1515354,1416e17990eb02e4770b1bad28ac74fa685846c8c1852067c6cee1a28edd3db8,development-only gated temporal-spatial boost; exact paper cache not loaded,Reject gated temporal-spatial boost before fresh or paper evaluation.
ersrr-ordinal-win,MARS_GATED_TEMPORAL_SPATIAL_BOOST.md,397,727dcdf7081380d11398469b21c8f6e12c033cba2a47c8a88b2a6e8cd859eacd,,
ersrr-ordinal-win,mars_gaussian_contrast_crossfit.json,68167,728e9a1f69a608cf09816114ed50fc785953f6dc5937ddae370e87f990d85f55,fold-3/fold-4 cross-fit of the full-bank physics-contrast Gaussian ViT under the exact mixed-sensor MARS contract,"Reject without opening fold 2, folds 0/1, or the official test."
ersrr-ordinal-win,MARS_GAUSSIAN_CONTRAST_CROSSFIT.md,437,2d27109e538fc590797d534c03f7c1dd0cd153f26d810027d4ca8d421d1cc8e6,,
ersrr-ordinal-win,mars_gaussian_contrast_full_bank.json,10342,689b806228abda20e433af180f25a2e722bd71a1a2c213a9fb51c0f082f162f3,full 16000/2000-template Gaussian physics-contrast ViT dense pretraining and validation audit,Freeze the full-bank schedule for separately cross-fitted real MARS endpoints.
ersrr-ordinal-win,MARS_GAUSSIAN_CONTRAST_FULL_BANK.md,341,0f83094f822f6a58bce455997aaac202bf6527789524347e90718c8b6a0e5b8d,,
ersrr-ordinal-win,mars_gaussian_contrast_vit_dense_confirmation.json,17038,20c6b05f4cec5b17b516522bb4037c9eaaa4706d6e3c28b16534b4b3483c9667,new-bank dense-only synthetic transfer confirmation with paper-aligned validation checkpoint selection,Both gates pass; a separately frozen exposure-scaling experiment is justified.
ersrr-ordinal-win,MARS_GAUSSIAN_CONTRAST_VIT_DENSE_CONFIRMATION.md,502,68b460cde457d4fabc462d492969edb4712177708949c11335146b39eeea0e19,,
ersrr-ordinal-win,mars_gaussian_contrast_vit_dense_exposure_audit.json,13647,8dd879acac0411257363dfc905bb37aab726bb892be53a8a0ba8e60ca299a6cf,100-epoch dense-only synthetic exposure curve with index-disjoint transfer for the normalized temporal-contrast mixed-sensor ViT-U-Net,Stop: architecture/loss path cannot memorize the bounded synthetic bank.
ersrr-ordinal-win,MARS_GAUSSIAN_CONTRAST_VIT_DENSE_EXPOSURE_AUDIT.md,466,c1348aa92b0dadb65cdcd8b1015792543ae39d81c0745b78196ba4895fd88fa7,,
ersrr-ordinal-win,mars_gaussian_contrast_vit_learnability_audit.json,9044,b19f3e348105b4d1c681c0a06edb5208c1e3646c7c99120374ffbcaba8bdfb56,synthetic-only memorization and index-disjoint transfer audit for the normalized temporal-contrast mixed-sensor ViT-U-Net,Stop: architecture/loss path cannot memorize the bounded synthetic bank.
ersrr-ordinal-win,MARS_GAUSSIAN_CONTRAST_VIT_LEARNABILITY_AUDIT.md,373,bb13081b763389a385d8e46b92c320793dd8e816794542fd0de1ea237351fdd2,,
ersrr-ordinal-win,mars_gaussian_dofa_strict_spatial_one_shot.json,8250,01c117b69751d1ad59ff19f280b1de0d27bd6f262afbaeed4d80cad71cf3048d,,primary_superiority_gate_failed
ersrr-ordinal-win,MARS_GAUSSIAN_DOFA_STRICT_SPATIAL_ONE_SHOT.md,791,13662a10d4f0e4227c501447f037519db977e21f9049fbde5fb9c604977b3a1b,,
ersrr-ordinal-win,mars_gaussian_dofa_strict_spatial_pre_authorization_validation.json,2439,3cb7773038a74533e1a214ca6cb7e85d7adfba80383a802c9592503e8fb4b300,Gaussian+DOFA candidate-specific MARS strict-spatial input-only replay,
ersrr-ordinal-win,mars_gaussian_dofa_strict_spatial_pre_outcome_validation.json,1486,b4da81c20dc8b4b08d0b6b7e9e351fb9cfc759e53b88513984c9300b90f9ef38,Gaussian+DOFA candidate-specific MARS strict-spatial one-shot scene evaluation,
ersrr-ordinal-win,mars_gaussian_plume_bank_audit.json,7784,1e952cb7bf8906aa99b72b33300e3a1f5822a783c858edfec49f5f20481c3d25,fit-fold-only analytical Gaussian bank distribution audit before model scoring,
ersrr-ordinal-win,MARS_GAUSSIAN_PLUME_BANK_AUDIT.md,721,563398e195ab37f9e76d300b7fbe1ac85c7c3de29431363ce30a872a20e6f78c,,
